EOMONTH,Customer Name,Product Level 1,Product Level 2,Product Level 3,Product Level 4,      Sum of Net Amount      ,Comment
31-08-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SL,,"102,112",
31-08-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SQ,,"25,528",
31-08-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 200 PGS CB BANK SL,,"52,947",
31-08-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 200 PGS CB BANK SQ,,"26,474",
31-08-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 48 PGS CB BANK SL,,"105,894",
31-08-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 48 PGS CB BANK SQ,,"26,474",
31-08-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 64 PGS CB BANK SL,,"115,979",
31-08-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 64 PGS CB BANK SQ,,"28,995",
31-08-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK SL,,"155,059",
31-08-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 96 PGS CB BANK SQ,,"51,686",
31-08-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 120 PGS CB NP SL,,"94,548",
31-08-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 120 PGS CB NP SQ,,"30,255",
31-08-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 200 PGS CB NP SL,,"94,548",
31-08-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 200 PGS CB NP SQ,,"30,255",
31-08-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 96 PGS CB NP SL,,"56,729",
31-08-26,JADEJA BOOK CENTER,EXERCISE BOOK,EXERCISE BOOKS - SWARA,SWARA EXERCISE BOOK -  A4 96 PGS CB NP SQ,,"37,819",
31-08-26,JADEJA BOOK CENTER,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 3Q BANK,,"5,294",
31-08-26,JADEJA BOOK CENTER,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 4Q BANK,,"11,110",
31-08-26,JAPPY ENTERPRISES,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"312,751",
31-08-26,JAPPY ENTERPRISES,TRADING,PRINTING PAPER,PRINTING PAPER B60GSM,,"44,958",
31-08-26,JAPPY ENTERPRISES,TRADING,PRINTING PAPER,PRINTING PAPER CB 250 GSM,,"70,369",
31-08-26,Joan,(blank),(blank),(blank),,"-101,592",
31-08-26,Joyce,EXERCISE BOOK,Joyce,(blank),,"143,134",
31-08-26,Joyce,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,(blank),,"166,667",
31-08-26,Joyce,EXERCISE BOOK,(blank),(blank),,"246,186",
31-08-26,Joyce,OTHER,(blank),(blank),,"400,000",
31-08-26,Joyce,(blank),(blank),(blank),,"-812,330",
31-08-26,Judy,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,(blank),,"166,667",
31-08-26,Judy,(blank),(blank),(blank),,"-20,863",
31-08-26,JUPITER BOOK SHOP,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"156,376",
31-08-26,KALYET BOOKSHOP & STATIONERS LTD,EXERCISE BOOK,(blank),(blank),,"159,038",
31-08-26,Keenda,PACKAGING,CARTON,(blank),,"800,000",
31-08-26,Keenda,(blank),(blank),(blank),,"-415,013",
31-08-26,KEL CHEMICALS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,BOX FILE,,"20,811",
31-08-26,KEL CHEMICALS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,PEN,,331,
31-08-26,KEL CHEMICALS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,PERMENENT MARKER PEN,,795,
31-08-26,KEL CHEMICALS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,STAPLE,,407,
31-08-26,KEL CHEMICALS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A5 BANK,,799,
31-08-26,KEL CHEMICALS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A6 BANK (NO.4),,299,
31-08-26,KEL CHEMICALS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE RULLED PAPER A4 BANK,,946,
31-08-26,KEL CHEMICALS LTD,LABEL,LABEL - PRE PRINTED,PRINTED LABELS,,"47,298",
31-08-26,KELVIN MUCHIRI,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA HARD COVER A6 NP (NO.4),,"10,621",
31-08-26,KERICHO PRINTERS & STATIONERS,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 1 PART - COPY,,"57,931",
31-08-26,KERICHO PRINTERS & STATIONERS,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 2 PART,,"40,552",
31-08-26,KERICHO PRINTERS & STATIONERS,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 X 5.5 -2 PART PAYSLIP,,"24,331",
31-08-26,KERICHO PRINTERS & STATIONERS,TRADING,PRINTING PAPER,STRAWBOARD,,"43,448",
31-08-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY HI-5,HI-5 SCRAPE BOOK 25CM X 13.7CM,,"8,514",
31-08-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 2Q BANK,,"9,276",
31-08-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A5 BANK,,"29,406",
31-08-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE PETTY CASH A6 BANK WITH COVER,,"5,499",
31-08-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SHORT HAND A5 TOP BINDING,,"19,517",
31-08-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SPIRAL NOTE BOOK SIDE BINDING A6,,"7,084",
31-08-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,SPIRAL NOTEBOOK A4 SIDE BINDING,,590,
31-08-26,KHETIA DRAPPER LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA PETTY CASH A6 NP,,"1,009",
31-08-26,KHETIA DRAPPER LTD,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - 27*27MM,,"307,657",
31-08-26,KHETIA DRAPPER LTD,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - 43*58MM,,"76,914",
31-08-26,KINGS CANDY LIMITED,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 2Q BANK,,"10,420",
31-08-26,KISII DISCOUNT STORE LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"14,724",
31-08-26,KONGONI RIVER FARM LIMITED,TRADING,PRINTING PAPER,PRINTING PAPER A2 NEWSPRINT,,"28,560",
31-08-26,LEBO FLEX,LABEL,LABEL - PLAIN,PLAIN - SEMI GLOSS LABEL - OTHER,,"45,127",
31-08-26,LEBO FLEX,TRADING,SILVER LABEL,(blank),,"11,282",
31-08-26,LECYN AGENCIES,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SPIRAL NOTE BOOK TOP BINDING NO.3,,"13,374",
31-08-26,LEELSNET EXAMS & STATIONERS2024,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"156,376",
31-08-26,LEELSNET EXAMS & STATIONERS2024,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT - COLOURED,,"7,037",
31-08-26,LUCAS MUTISYA,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,PAPER CORE,,"15,807",
31-08-26,LYNX DISTRIBUTORS LTD,LABEL,LABEL - PLAIN,PLAIN -  THERMAL LABEL - 36*89MM,,"33,368",
31-08-26,MAGUNA-NDU WHOLESALERS K LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 2 PART,,"652,233",
31-08-26,MAINA STATIONARY ENTERPRISES,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"80,631",
31-08-26,MALACHITE LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,PHOTOCOPY PAPER A4,(blank),,"22,561",
31-08-26,MALINDI BOOKS & STATIONERY STORE,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 2 PART,,"34,888",
31-08-26,MALINDI BOOKS & STATIONERY STORE,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 X 5.5 -2 PART PAYSLIP,,"35,857",
31-08-26,MALINDI BOOKS & STATIONERY STORE,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,RECORD CARD 5*8,,"6,396",
31-08-26,Management,OTHER,(blank),(blank),,"3,545,455",
31-08-26,Management,(blank),(blank),(blank),,"-284,317",
31-08-26,MARUTI OFFICE SUPPLIES,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 14.5 X 11 - 2 PART,,"81,683",
31-08-26,MARUTI OFFICE SUPPLIES,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"82,320",
31-08-26,MARUTI OFFICE SUPPLIES,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 X 5.5 -2 PART PAYSLIP,,"5,793",
31-08-26,MARY WANJIKU MBARIA,TRADING,MG COVER,MG COVER - GREEN,,"10,751",
31-08-26,MARY WANJIKU MBARIA,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"80,631",
31-08-26,MATHAI SUPERMARKETS LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SL,,"5,254",
31-08-26,MATHAI SUPERMARKETS LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 20 PGS MANILA DRAWING,,"1,656",
31-08-26,MATHAI SUPERMARKETS LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 200 PGS CB BANK SL,,"14,861",
31-08-26,MATHAI SUPERMARKETS LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A5 120 PGS CB BANK SL,,"1,897",
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY HI-5,HI-5 SCRAPE BOOK 25CM X 13.7CM,,710,
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 1Q BANK,,"3,392",
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 2Q BANK,,"7,730",
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 3Q BANK,,"6,438",
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 4Q BANK,,"5,446",
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 6Q BANK,,"1,967",
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A5 BANK,,"6,535",
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A6 BANK (NO.4),,"3,247",
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A7 BANK (NO.0).,,"1,211",
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE PETTY CASH A5 BANK,,404,
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE PETTY CASH A5 BANK WITH COVER..,,404,
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE RULLED PAPER A4 BANK,,"12,950",
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SAVE THE EARTH A5,,"2,339",
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SAVE THE EARTH NO.4 BANK,,"2,066",
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SHORT HAND A5 SIDE BINDING,,"1,777",
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SHORT HAND A5 TOP BINDING,,"1,952",
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SPIRAL NOTE BOOK TOP BINDING A6,,"1,979",
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SPIRAL NOTE BOOK TOP BINDING A7,,"1,009",
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,SPIRAL NOTREBOOK A4 TOP BINDING,,835,
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA CASH SALE 6UPS NP,,"1,884",
31-08-26,MATHAI SUPERMARKETS LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA HARD COVER A7 NP (NO.0),,568,
31-08-26,MEEMAW TRADERS LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"5,848",
31-08-26,MICKEL ENTERPRISES,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"187,651",
31-08-26,MILIKI GLOBAL LTD,LABEL,KEBS,PRINTED KEBS LABEL-19*25MM - BIG,,"4,563",
31-08-26,MINOKI LIMITED,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL -  25*51MM,,"37,172",
31-08-26,MODERN OFFICE SUPPLIES LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,PHOTOCOPY PAPER A4,(blank),,"46,578",
31-08-26,MODERN OFFICE SUPPLIES LTD,TRADING,PRINTING PAPER,PRINTING PAPER B50GSM,,"3,687",
31-08-26,MULTIPLE A BOOKSHOP LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- SWARA,SWARA READY COVER A5 10'S,,"12,235",
31-08-26,NAIVAS LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER 1 PART,,"39,731",
31-08-26,NDALEX DIGITAL TECHNOLOGY,TRADING,ETR REEL,ETR PLAIN REEL,,"68,110",
31-08-26,NDALEX DIGITAL TECHNOLOGY,TRADING,PRINTING PAPER,PRINTING PAPER B,,"611,612",
31-08-26,NDALEX DIGITAL TECHNOLOGY,TRADING,PRINTING PAPER,PRINTING PAPER CB 250 GSM,,"28,379",
31-08-26,Neema,OTHER,(blank),(blank),,"500,000",
31-08-26,Neema,(blank),(blank),(blank),,"-133,072",
31-08-26,NEWKEN PRINTERS LIMITED,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT - COLOURED,,"12,606",
31-08-26,NGARIAMA PAPER & STATIONERS,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT - COLOURED,,"21,502",
31-08-26,Noa Investment,EXERCISE BOOK,(blank),(blank),,"19,880",
31-08-26,NOVEL MANUFACTURING CO LTD,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL -  25*51MM,,"16,376",
31-08-26,ORGANICS CROPS CARE K LTD,LABEL,LABEL - PRE PRINTED,PRINTED LABELS,,"56,000",
31-08-26,PACIFIC STATIONERS K LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 2 PART,,"111,034",
31-08-26,PACIFIC STATIONERS K LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 4 PART,,"34,720",
31-08-26,PACIFIC STATIONERS K LIMITED,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 79*60MM,,"10,752",
31-08-26,PACIFIC STATIONERS K LIMITED,ETR,ETR THERMAL RECEIPT ROLL PLAIN 75*60MM,(blank),,"8,960",
31-08-26,PLAZZA DISTRIBUTORS LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 1 PART - COPY,,"2,617",
31-08-26,POLYTHENE INDUSTRIES LIMITED,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL -  25*51MM,,"65,630",
31-08-26,PRECIOUS  BROOKS ACADEMY,EXERCISE BOOK,(blank),(blank),,"39,759",
31-08-26,PROCTOR & ALLAN,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED  9.5 X 11- 4PART,,"36,769",
31-08-26,QUICKMATT SUPERMARKET LTD,EXERCISE BOOK,EXERCISE BOOK - PRINCE,PRINCE EXERCISE BOOK A4 120 PGS CB BANK SL,,"5,412",
31-08-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 1Q BANK,,"5,991",
31-08-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 2Q BANK,,"8,361",
31-08-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 3Q BANK,,"17,866",
31-08-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 4Q BANK,,"16,831",
31-08-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 6Q BANK,,"5,066",
31-08-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A5 BANK,,"40,911",
31-08-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A6 BANK (NO.4),,"7,171",
31-08-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE HARD COVER A7 BANK (NO.0).,,"3,526",
31-08-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE LOOSE LEAF PAD BANK 50 SHEETS,,"1,526",
31-08-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE LOOSE LEAF PAD BANK 70 SHEETS,,"8,200",
31-08-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SHORT HAND A5 TOP BINDING,,"3,553",
31-08-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SPIRAL NOTE BOOK TOP BINDING A6,,"4,077",
31-08-26,QUICKMATT SUPERMARKET LTD,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE SPIRAL NOTE BOOK TOP BINDING NO.3,,"6,376",
31-08-26,QUICKMATT SUPERMARKET LTD,TRADING,PRINTING PAPER,PRINTING PAPER MANILA 160GSM 51*76CM,,"172,269",
31-08-26,RAA LIMITED,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY - PURCHASE TRADING,PERMENENT MARKER PEN,,424,
31-08-26,RAA LIMITED,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE COUNTER BOOK 3Q BANK,,"1,957",
31-08-26,RAA LIMITED,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE PETTY CASH A6 BANK,,"2,774",
31-08-26,RAA LIMITED,LABEL,KEBS,PRINTED KEBS LABEL - 19*13MM - SMALL,,"66,562",
31-08-26,Raheel,(blank),(blank),(blank),,"21,141",
31-08-26,RAJCHEM POLYMERS LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRE PRINTED 9.5 X 8 -5PART,,"66,621",
31-08-26,Rescue Bookshop,EXERCISE BOOK,(blank),(blank),,"7,952",
31-08-26,ROK INDUSTRIES LIMITED,LABEL,LABEL - PRE PRINTED,PRINTED LABELS,,"401,719",
31-08-26,RUDRA BOOKS & STATIONARY LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 4 PART,,"6,759",
31-08-26,RUDRA BOOKS & STATIONARY LIMITED,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 X 5.5 -2 PART PAYSLIP,,"10,428",
31-08-26,RUDRA BOOKS & STATIONARY LIMITED,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 57*40MM,,"3,862",
31-08-26,RUDRA BOOKS & STATIONARY LIMITED,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 57*47MM,,"5,310",
31-08-26,RUDRA BOOKS & STATIONARY LIMITED,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 79*80MM,,"8,110",
31-08-26,RUTHMART LTD 2024,TRADING,PRINTING PAPER,PRINTING PAPER A1 NEWSPRINT,,"122,657",
31-08-26,SAJ CERAMICS LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRINTED 9.5 X 8 -3PART,,"279,517",
31-08-26,SAJ ENTERPRISES LTD,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PRINTED,COMPUTER PAPER PRINTED 9.5 X 8 -3PART,,"279,517",
31-08-26,SALMANJI BOOKS & STATIONERS,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 3 PART,,"16,281",
31-08-26,SALMANJI BOOKS & STATIONERS,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE FLIPCHART A1 BP,,"29,073",
31-08-26,SAMRAT SUPERMARKET,ETR,ETR PLAIN,ETR THERMAL RECEIPT ROLL PLAIN 79*80MM,,"8,653",
31-08-26,SAMRAT SUPERMARKET,LABEL,LABEL - PLAIN,PLAIN - THERMAL LABEL - 32*57MM,,"100,950",
31-08-26,SAMREG AGENCIES LIMITED,GENERAL STATIONERY AND PURCHASE TRADING,GENERAL STATIONERY- PRINCE,PRINCE FLIPCHART A1 BP,,"33,919",
31-08-26,SAVANIS BOOK CENTER LIMITED,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A4 120 PGS CB BP SL,,"680,311",
31-08-26,SAVANIS BOOK CENTER LIMITED,EXERCISE BOOK,SCHOOL EXERCISE BOOKS,SCHOOL EXERCISE BOOK -  A5 120 PGS CB BP SL,,"19,382",
31-08-26,SCHOOL DEPOT,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 - 2 PART,,"16,897",
31-08-26,SCHOOL DEPOT,COMPUTER PAPER AND PHOTOCOPY PAPER,COMPUTER PAPER PLAIN,COMPUTER PAPER PLAIN 9.5 X 11 X 5.5 -2 PART PAYSLIP,,"83,421",
31-08-26,SHALINA HEALTHCARE K LIMITED,LABEL,KEBS,PRINTED KEBS LABEL-19*25MM - BIG,,"9,232",
